movie_title,combination
top hat,Ginger Rogers Edward Everett Horton Eric Blore Mark Sandrich Comedy Musical Romance
the blair witch project,Heather Donahue Joshua Leonard Michael C. Williams Daniel Myrick Horror
woodstock,Joe Cocker Jimi Hendrix Joan Baez Michael Wadleigh Documentary History Music
the kentucky fried movie,David Zucker Barry Dennen Tara Strohmeier John Landis Comedy
mercy streets,Stacy Keach David A.R. White Cynthia Watros Jon Gunn Action Crime Drama
arnolds park,Kendyl Joi Matthew Feeney Tac Fitzgerald Gene Teigland Mystery Thriller
broken vessels,William Smith Jason London Brent David Fraser Scott Ziehl Drama
water & power,Nicholas Gonzalez Angela Nordeng Exie Booker Richard Montoya Crime Drama
they will have to kill us first,Aliou Touré Garba Touré Khaira Arby Johanna Schwartz Documentary
crop circles: quest for truth,Karen Alexander Colin Andrews Francine Blake William Gazecki Documentary
light from the darkroom,Russell Wong Steven Michael Quezada Lymari Nadal Lance McDaniel Action Drama Thriller
irreplaceable,François Cluzet Félix Moati Marianne Denicourt Thomas Lilti Comedy Drama
the maid's room,Paula Garcés Annabella Sciorra John Brodsky Michael Walker Thriller
a hard day's night,Paul McCartney Ringo Starr George Harrison Richard Lester Comedy Musical
the harvest/la cosecha,unknown unknown unknown U. Roberto Romano Documentary
love letters,Jamie Lee Curtis Sally Kirkland Amy Madigan Amy Holden Jones Drama Romance
julija in alfa romeo,Dario Nozic Serini Spela Colja Andrej Nahtigal Blaz Zavrsnik Comedy
fireproof,Kirk Cameron Ken Bevel Erin Bethea Alex Kendrick Drama Romance
faith connections,Bhole Baba Pant Shirt Baba Shriman Umeshanad Brahmachari Pan Nalin Biography Documentary Drama
benji,Frances Bavier Peter Breck Edgar Buchanan Joe Camp Adventure Family Romance
open water,Blanchard Ryan Saul Stein Daniel Travis Chris Kentis Adventure Biography Drama Horror Thriller
high road,Joe Lo Truglio Matt Jones Abby Elliott Matt Walsh Comedy
kingdom of the spiders,Woody Strode Hoke Howell Tiffany Bolling John 'Bud' Cardos Horror Sci-Fi
mad hot ballroom,Heather Berman Eva Carrozza Paul Daggett Marilyn Agrelo Documentary Family Music
the station agent,Peter Dinklage Joe Lo Truglio Paula Garcés Tom McCarthy Comedy Drama
to save a life,Randy Wayne Sean Michael Afable D. David Morin Brian Baugh Drama
wordplay,Ken Burns Bill Clinton Bob Dole Patrick Creadon Documentary
beyond the mat,Terry Funk Vince McMahon Mick Foley Barry W. Blaustein Biography Documentary Sport
the singles ward,Kirby Heyborne Lincoln Hoppe Daryn Tufts Kurt Hale Comedy Drama Romance
osama,Marina Golbahari Zubaida Sahar Mohamad Haref Harati Siddiq Barmak Drama
sholem aleichem: laughing in the darkness,Rachel Dratch Peter Riegert Jason Kravits Joseph Dorman Documentary
groove,Rachel True Ari Gold Denny Kirkwood Greg Harrison Drama Music
the r.m.,Kirby Heyborne Big Budah Curt Doussett Kurt Hale Comedy Crime Family
twin falls idaho,Sasha Alexander William Katt Jon Gries Michael Polish Drama
mean creek,Rory Culkin Scott Mechlowicz Trevor Morgan Jacob Aaron Estes Crime Drama
hurricane streets,Edie Falco Heather Matarazzo Lynn Cohen Morgan J. Freeman Crime Drama Romance
never again,Peter Dinklage Bill Duke Michael McKean Eric Schaeffer Comedy Romance
civil brand,Monica Calhoun LisaRaye McCoy Clifton Powell Neema Barnette Crime Drama Thriller
lonesome jim,Kevin Corrigan Seymour Cassel Mary Kay Place Steve Buscemi Comedy Drama
drinking buddies,Olivia Wilde Anna Kendrick Ti West Joe Swanberg Comedy Drama Romance
deceptive practice: the mysteries and mentors of ricky jay,David Mamet Ricky Jay Dick Cavett Molly Bernstein Documentary
seven samurai,Takashi Shimura Minoru Chiaki Kamatari Fujiwara Akira Kurosawa Action Adventure Drama
the other dream team,Tommy Sheppard Greg Speirs Mickey Hart Marius A. Markevicius Documentary Sport
johnny suede,Brad Pitt Tina Louise Nick Cave Tom DiCillo Comedy Music Romance
finishing the game: the search for a new bruce lee,Monique Gabriela Curnen Jake Sandvig Joe McQueen Justin Lin Comedy
rubber,Haley Ramm Jack Plotnick Cecelia Antoinette Quentin Dupieux Comedy Fantasy Horror
home,Jim Parsons Matt Jones April Winchell Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi
kiss the bride,Tori Spelling Amber Benson Garrett M. Brown C. Jay Cox Comedy Romance
the slaughter rule,Ryan Gosling Clea DuVall Eddie Spears Alex Smith Drama Sport
monsters,Scoot McNairy Whitney Able Ricky Catter Gareth Edwards Drama Sci-Fi Thriller
the californians,Keith Carradine Joanne Whalley Illeana Douglas Jonathan Parker Drama
the living wake,Jim Gaffigan Ann Dowd Matthew Cowles Sol Tryon Comedy
detention of the dead,Justin Chon Christa B. Allen Max Adler Alex Craig Mann Comedy Horror
crazy stone,Bo Huang Zheng Xu Zhonghua Chen Hao Ning Comedy Crime
scott walker: 30 century man,Brian Eno Jacques Brel Damon Albarn Stephen Kijak Biography Documentary Music
everything put together,Radha Mitchell Alan Ruck Megan Mullally Marc Forster Drama
good kill,Bruce Greenwood Zoë Kravitz Stafford Douglas Andrew Niccol Drama Thriller
insomnia manica,Daston Kalili Rai Alexandra Chin-Chien Chang Daston Kalili Thriller
the outrageous sophie tucker,Carol Channing Bruce Vilanch Tony Bennett William Gazecki Documentary
now is good,Jeremy Irvine Olivia Williams Paddy Considine Ol Parker Drama Romance
girls gone dead,Vincent Chimato John McGlothlin Al Sapienza Michael Hoffman Jr. Comedy Horror
america is still the place,Emma Caulfield Dylan Baker Mike Colter Patrick Gilles History
subconscious,Mike Beckingham Tim Abell Tom Stedham Georgia Hilton Action Mystery Thriller
crossroads,Britney Spears Katherine Boecher Dave Allen Tamra Davis Comedy Drama
enter nowhere,Shaun Sipos Katherine Waterston Christopher Denham Jack Heller Mystery Thriller
the king of najayo,Manny Perez Christian Alvarez Claudette Lalí Fernando Baez Mella Crime Drama
fight to the finish,Jennifer Hale Randy Jay Burrell Vincent De Paul Warren Sheppard Action Romance Sport
alleluia! the devil's carnival,Paul Sorvino Barry Bostwick Terrance Zdunich Darren Lynn Bousman Horror Musical
the sound and the shadow,Mary Kate Wiles Jennifer Landa Felix Avitia Justin Paul Miller Comedy Mystery Thriller
rodeo girl,Carrie Bradstreet Joel Paul Reisig Yassie Hawkes Joel Paul Reisig Family
born to fly: elizabeth streb vs. gravity,Elizabeth Streb Sarah Callan Laura Flanders Catherine Gund Action Biography Documentary Sport
the little ponderosa zoo,Mike Stanley Jeff Delaney Jamison Stalsworth Luke Dye Family
oz the great and powerful,Tim Holmes Mila Kunis James Franco Sam Raimi Adventure Family Fantasy
the toxic avenger,Patrick Kilpatrick Mark Torgl Pat Ryan Michael Herz Action Comedy Horror Sci-Fi
straight out of brooklyn,Lawrence Gilliard Jr. George T. Odom Matty Rich Matty Rich Crime Drama
bloody sunday,James Nesbitt Nicholas Farrell Tim Pigott-Smith Paul Greengrass Drama History War
diamond ruff,Luis Sanchez Dennis L.A. White Fredro Starr Alec Asten Action
conversations with other women,Olivia Wilde Thomas Lennon Nora Zehetner Hans Canosa Comedy Drama Romance
poultrygeist: night of the chicken dead,John Karyus Lloyd Kaufman Kate Graham Lloyd Kaufman Comedy Horror Musical
mutual friends,Jennifer Lafleur Cheyenne Jackson Michael Stahl-David Matthew Watts Comedy Romance
42nd street,Ginger Rogers Dick Powell George Brent Lloyd Bacon Comedy Musical Romance
rise of the entrepreneur: the search for a better way,Bob Proctor Jack Canfield Eric Worre Joe Kenemore Documentary
metropolitan,Chris Eigeman Taylor Nichols Ellia Thompson Whit Stillman Comedy Drama Romance
as it is in heaven,Michael Nyqvist Frida Hallgren Nils-Anders Vallgårda Kay Pollak Comedy Drama Music Romance
roadside,Jack E. Curenton Ace Marrero Alan Pietruszewski Eric England Drama Horror Mystery Thriller
napoleon dynamite,Jon Heder Diedrich Bader Jon Gries Jared Hess Comedy
blue ruin,Devin Ratray Eve Plumb Amy Hargreaves Jeremy Saulnier Crime Drama Thriller
paranormal activity,Micah Sloat Ashley Palmer Amber Armstrong Oren Peli Horror
dogtown and z-boys,Tony Alva Jay Adams Jeff Ament Stacy Peralta Documentary Sport
monty python and the holy grail,Eric Idle Michael Palin Terry Jones Terry Gilliam Adventure Comedy Fantasy
quinceañera,Emily Rios Jesse Garcia Alicia Sixtos Richard Glatzer Drama
gory gory hallelujah,Tony Doupe Sue Corcoran David Frederick White Sue Corcoran Comedy Fantasy Horror Musical
heroes            ,Sendhil Ramamurthy Masi Oka Greg Grunberg unknown Drama Fantasy Sci-Fi Thriller
tarnation,Greg Ayres Jonathan Caouette Renee Leblanc Jonathan Caouette Biography Documentary
i want your money,Bill Farmer Chris Cox Mike Huckabee Ray Griggs Documentary
love in the time of monsters,Kane Hodder Paul Elia Alex Sanborn Matt Jackson Comedy Horror
the beyond,Catriona MacColl David Warbeck Al Cliver Lucio Fulci Horror
home movies            ,Brendon Small Ron Lynch Melissa Bardin Galsky unknown Animation Comedy Drama
what happens in vegas,Treat Williams Andrew Daly Michelle Krusiec Tom Vaughan Comedy Romance
the dark hours,Dov Tiefenbach Jeff Seymour Gordon Currie Paul Fox Horror Thriller
my beautiful laundrette,Saeed Jaffrey Roshan Seth Garry Cooper Stephen Frears Comedy Drama Romance
fabled,R. Brandon Johnson Adam LeFevre Desmond Askew Ari Kirschenbaum Drama Horror Mystery Thriller
show me,Katharine Isabelle Michelle Nolden Gabriel Hogan Cassandra Nicolaou Drama Thriller
cries & whispers,Liv Ullmann Ingrid Thulin Erland Josephson Ingmar Bergman Drama
intolerance: love's struggle throughout the ages,Lillian Gish Mae Marsh Walter Long D.W. Griffith Drama History War
trekkies,Walter Koenig DeForest Kelley James Doohan Roger Nygard Documentary
the broadway melody,Anita Page Bessie Love Charles King Harry Beaumont Musical Romance
the evil dead,Ted Raimi Betsy Baker Ellen Sandweiss Sam Raimi Fantasy Horror
maniac,America Olivo Nora Arnezeder Liane Balaban Franck Khalfoun Horror Thriller
censored voices,Amos Oz unknown unknown Mor Loushy Documentary History
murderball,Mark Zupan Joe Bishop Andy Cohn Henry Alex Rubin Documentary Sport
american ninja 2: the confrontation,Michael Dudikoff Steve James Larry Poindexter Sam Firstenberg Action Drama
51 birch street,Carol Block Ellen Block Mike Block Doug Block Documentary
revolution            ,Billy Burke Tracy Spiridakos David Lyons unknown Action Adventure Drama Sci-Fi
rotor dr1,Tom E. Nicholson Natalie Welch Christian Kapper Chad Kapper Family Sci-Fi
halloween,Jamie Lee Curtis Donald Pleasence P.J. Soles John Carpenter Horror Thriller
12 angry men,Jack Warden Lee J. Cobb John Fiedler Sidney Lumet Crime Drama
my dog tulip,Isabella Rossellini Peter Gerety Lynn Redgrave Paul Fierlinger Animation Drama
it happened one night,Claudette Colbert Alan Hale Walter Connolly Frank Capra Comedy Romance
dogtooth,Angeliki Papoulia Mary Tsoni Sissy Petropoulou Yorgos Lanthimos Drama Thriller
tupac: resurrection,James Cagney Gary Coleman Todd Bridges Lauren Lazin Biography Documentary Music
tumbleweeds,Kimberly J. Brown Janet McTeer Lois Smith Gavin O'Connor Comedy Drama
the prophecy,Viggo Mortensen Adam Goldberg Virginia Madsen Gregory Widen Action Fantasy Horror Mystery Thriller
when the cat's away,Simon Abkarian Zinedine Soualem Jane Bradbury Cédric Klapisch Comedy Romance
pieces of april,Oliver Platt Adrian Martinez Derek Luke Peter Hedges Comedy Drama
the big swap,Kevin Howarth Mark Caven Thierry Harcourt Niall Johnson Drama
old joy,Daniel London Lucy Will Oldham Kelly Reichardt Drama
wendy and lucy,John Robinson Lucy Will Oldham Kelly Reichardt Drama
3 backyards,Embeth Davidtz Edie Falco Kathryn Erbe Eric Mendelsohn Drama
pierrot le fou,Jean-Paul Belmondo Anna Karina Graziella Galvani Jean-Luc Godard Crime Drama Romance
sisters in law,Vera Ngassa Beatrice Ntuba unknown Florence Ayisi Documentary
ayurveda: art of being,unknown unknown unknown Pan Nalin Documentary
nothing but a man,Yaphet Kotto Gloria Foster Ivan Dixon Michael Roemer Drama Romance
"first love, last rites",Robert John Burke Eli Marienthal Natasha Gregson Wagner Jesse Peretz Drama Romance
fighting tommy riley,Don Wallace Eddie Jones Christina Chambers Eddie O'Flaherty Drama Sport
royal kill,Lalaine Alexander Wraith Darren Kendrick Babar Ahmed Action Thriller
across the universe,Jim Sturgess T.V. Carpio Robert Clohessy Julie Taymor Drama Fantasy Musical Romance
the looking glass,Trish Basinger Elizabeth Stenholt Mary Norwood John D. Hancock Drama Music
death race 2000,Sylvester Stallone David Carradine Martin Kove Paul Bartel Action Comedy Sci-Fi Sport
locker 13,Tatyana Ali Ricky Schroder Jon Polito Bruce Dellis Thriller
midnight cabaret,Michael Des Barres Wilhelm von Homburg Thom Mathews Pece Dingo Horror
anderson's cross,Taran Killam Joanna Cassidy Ryan Carnes Jerome Elston Scott Comedy Drama Romance
bizarre,Rumi Missabu Pierre Prieur Raquel Nave Étienne Faure Drama Musical Romance
graduation day,Linnea Quigley Carmen Argenziano Vanna White Herb Freed Horror Mystery
some guy who kills people,Kevin Corrigan Barry Bostwick Ahmed Best Jack Perez Comedy Crime Drama Horror Mystery Thriller
compliance,Dreama Walker Matt Servitto James McCaffrey Craig Zobel Biography Crime Drama Thriller
chasing amy,Matt Damon Ethan Suplee Joey Lauren Adams Kevin Smith Comedy Drama Romance
lovely & amazing,Aunjanue Ellis Brenda Blethyn Raven Goodwin Nicole Holofcener Comedy Drama Romance
death calls,Hector Echavarria Robert Miano Ron Roggé Ken Del Conte Action Adventure Mystery Romance Thriller
better luck tomorrow,Parry Shen Jason Tobin Collin Kahey Justin Lin Crime Drama Romance
the incredibly true adventure of two girls in love,Nicole Ari Parker Laurel Holloman Stephanie Berry Maria Maggenti Comedy Drama Romance
chuck & buck,Lupe Ontiveros Mike White Chris Weitz Miguel Arteta Comedy Drama
american desi,Purva Bedi Rizwan Manji Anil Kumar Piyush Dinker Pandya Comedy Drama Romance
amidst the devil's wings,Keri Maletto Nicholas Simmons Barbie Castro Daniel Columbie Action Crime Drama
cube,David Hewlett Julian Richings Nicole de Boer Vincenzo Natali Mystery Sci-Fi Thriller
love and other catastrophes,Radha Mitchell Frances O'Connor Matt Day Emma-Kate Croghan Comedy Romance
i married a strange person!,Charis Michelsen Bill Martone Richard Spore Bill Plympton Animation Comedy Drama Fantasy Sci-Fi
november,Amir Talai Anne Archer Nora Dunn Greg Harrison Drama Mystery Thriller
like crazy,Jennifer Lawrence Charlie Bewley Finola Hughes Drake Doremus Drama Romance
teeth and blood,Marshal Hilton Steffinnie Phrommany Clint Jung Al Franklin Horror
sugar town,Ally Sheedy Rosanna Arquette John Doe Allison Anders Comedy Music
the motel,Samantha Futerman Clint Jordan Jackie Nova Michael Kang Comedy Drama
the canyons,Nolan Gerard Funk Gus Van Sant James Deen Paul Schrader Drama Thriller
happy valley            ,Shirley Henderson James Norton Sarah Lancashire unknown Crime Drama
on the outs,Judy Marte Flaco Navaja Dominic Colón Lori Silverbush Drama
shotgun stories,Michael Abbott Jr. Natalie Canerday Travis Smith Jeff Nichols Drama Thriller
exam,Colin Salmon Luke Mably Pollyanna McIntosh Stuart Hazeldine Mystery Thriller
the sticky fingers of time,James Urbaniak Samantha Buck Terumi Matthews Hilary Brougher Sci-Fi
sunday school musical,Dustin Fitzsimons Mark Hengst Debra Lynn Hull Rachel Goldenberg Drama Musical
rust,Corbin Bernsen Lorne Cardinal Kirsten Collins Corbin Bernsen Drama
ink,Eme Ikwuakor Marty Lindsey Jessica Duffy Jamin Winans Action Drama Fantasy Sci-Fi
the christmas bunny,Florence Henderson Derek Brandon Charles Irving Beale Tom Seidman Drama Family
jesus people,Victoria Jackson Kate Flannery Tim Bagley Jason Naumann Comedy Short
butterfly,Stacy Keach June Lockhart Stuart Whitman Matt Cimber Crime Drama
undivided,Sam Adams Steve Duin Jeff Jacob Sam Martin Documentary
the frozen,Noah Segan Brit Morgan Sedona James Andrew Hyatt Horror Thriller
the love letter,Jennifer Jason Leigh Campbell Scott Estelle Parsons Dan Curtis Fantasy Romance
horse camp,Joshua Ray Bell Dana Blackstone Annelyse Ahmad Joel Paul Reisig Family
give me shelter,Esai Morales Robert Davi Elaine Hendrix Kristin Rizzo Documentary
the big parade,John Gilbert Renée Adorée Claire Adams King Vidor Drama Romance War
little big top,Sid Haig Jacob Zachar Travis Betz Ward Roberts Comedy
along the roadside,Matthew Emerick Brock Baker Sheldon Bailey Zoran Lisinac Comedy Music Romance
bronson,Tom Hardy James Lance Matt King Nicolas Winding Refn Action Biography Crime Drama
western religion,Mark Fantasia Vivian Lamolli Greg Jackson James O'Brien Adventure Drama Fantasy Thriller Western
burn,Brendan Doogie Milewski Donald Austin Craig Dougherty Tom Putnam Documentary
urbania,Dan Futterman Josh Hamilton Matt Keeslar Jon Shear Drama
the stewardesses,Christina Hart Nancy Ison William Condos Al Silliman Jr. Comedy Drama
"the beast from 20,000 fathoms",Kenneth Tobey Cecil Kellaway Ross Elliott Eugène Lourié Adventure Horror Sci-Fi
"20,000 leagues under the sea",James Mason Robert J. Wilke Paul Lukas Richard Fleischer Adventure Drama Family Fantasy Sci-Fi
mad max,Hugh Keays-Byrne Steve Bisley Joanne Samuel George Miller Action Adventure Sci-Fi Thriller
swingers,Jon Favreau Alex Désert Blake Lindsley Doug Liman Comedy Drama
a fistful of dollars,Clint Eastwood Gian Maria Volontè Aldo Sambrell Sergio Leone Action Drama Western
she done him wrong,Mae West Gilbert Roland Louise Beavers Lowell Sherman Comedy Drama History Musical Romance
short cut to nirvana: kumbh mela,The Dalai Lama Jasper Johal Swami Krishnanad Maurizio Benazzo Documentary
the grace card,Michael Joiner Chris Thomas Michael Higgenbottom David G. Evans Drama
middle of nowhere,Omari Hardwick David Oyelowo Lorraine Toussaint Ava DuVernay Drama
3,Devid Striesow Sebastian Schipper Sophie Rois Tom Tykwer Comedy Drama Romance
the business of fancydancing,William Joseph Elk III Leo Rossi Cynthia Geary Sherman Alexie Drama Music
